Gene	granule	purkinje	basket	astrocyte	oligo	opc
Slc43a2	1119.2	10787.8	2760.7	6410.9	6213	7833.1
Wdfy3	898.3	9435.7	6702.9	3550.7	7021.8	6746.200000000001
Pld6	4721.6	1448.4	4806.299999999999	4435.200000000001	4605.700000000001	4873.3
Tmem150c	1089.6	3808.2	5085	4687.1	4861.700000000001	5148.2
Tspan31	4681.1	10448.2	8028.5	5838.3	4889.8	596.4000000000001
Alb	3553.4	2262	3588	3311.8	3424.2	3777.2
Anxa3	3553.4	2262	3588	3311.8	3424.2	3777.2
Vcam1	4485.8	3247	4530.6	3125.8999999999996	4423.2	4701
Arl5c	4833.2	3577.1	4885.8	4563.5	4816.3	1877.6
Hmgb2	4670.6	3413.3	3148.7	4294.2	4505.700000000001	4791.700000000001
Uaca	3553.4	2262	3588	3311.8	3424.2	3777.2
Stra6	3553.4	2262	3588	3311.8	3424.2	3777.2
Vwa3a	3553.4	2262	3588	3311.8	3424.2	3777.2
Ptprb	4703.2	1547.3000000000002	4789.299999999999	4412.1	4584.2	4853.700000000001
Ssbp3	1227.4	4989.4	6194.6	3621.1	6029.6	6247.4
Lrrn3	6733.9	2507.8	579.2	9899.4	9035.400000000001	5461.3
Map3k12	1583.8	4379.6	3366.1	9339	7071.2	8563.5
Esyt3	3553.4	2262	3588	3311.8	3424.2	3777.2
Pparg	6078.1	4936.6	1341.3000000000002	4041.5	5942	6161.1
Asb17	3553.4	2262	3588	3311.8	3424.2	3777.2
Dlg3	6757.1	8097.799999999999	5075.1	1235.1	9937.599999999999	3225.4
Nasp	7496	9466.2	6827.200000000001	6126.1	3568.1	987.4000000000001
Tmem18	9340.900000000001	6608.799999999999	1064.5	6114.8	5121.200000000001	6643.6
Ube3b	4232.799999999999	4594.2	5867.799999999999	1863.6999999999998	5701.7	5916.5
Chmp6	3553.4	2262	3588	3311.8	3424.2	3777.2
Tmem82	3553.4	2262	3588	3311.8	3424.2	3777.2
Aph1a	6619.799999999999	10173	4942.3	9236.8	300.70000000000005	2990
Ak3	6728.700000000001	11004.9	6884.7	2386.4	699.1	5757.6
Kctd2	3444.5	4566.700000000001	2147.8	9678.8	6581.6	8441.099999999999
Car14	6175.299999999999	5124.6	6246.3	5967.700000000001	208.2	4780.9
Cenpj	3553.4	2262	3588	3311.8	3424.2	3777.2
Pxmp2	6012.8	4939.9	6073.700000000001	361.1	6030.5	4860.299999999999
F3	8049.8	7249.2	8105	257.29999999999995	5417.5	2165.7
Gabarapl2	5185	5500	4151.1	1862.3000000000002	6989.8	9518
Lpar4	3553.4	2262	3588	3311.8	3424.2	3777.2
Svip	6553.5	4125.5	7203.299999999999	7014.5	3579.5	5413.700000000001
Ptp4a1	4871.8	7902.4	7700.1	8413.2	383.2	4125.6
Pgam5	3586.2	6891.700000000001	2582.3	5075.4	8399.4	7020.700000000001
Dvl2	9249.2	5013	1779.1999999999998	6931.799999999999	3384.3	7980.4
Baiap2	6343.700000000001	263.8	2950.7	7042	7320.299999999999	7458.700000000001
P2ry10	3553.4	2262	3588	3311.8	3424.2	3777.2
Dmrtb1	3553.4	2262	3588	3311.8	3424.2	3777.2
Tango6	3553.4	2262	3588	3311.8	3424.2	3777.2
Slc16a5	3553.4	2262	3588	3311.8	3424.2	3777.2
Kel	3553.4	2262	3588	3311.8	3424.2	3777.2
Lonrf1	8352.7	5855.9	4058.9	8157.8	828.3	6190.6
Cd3g	3553.4	2262	3588	3311.8	3424.2	3777.2
Tcf7l1	6230.5	5159.2	6291.299999999999	201.8	6261.2	4127.6
Armc8	3080	7078.6	1810.4	10102.5	5412.6	6966.8
Kmt2b	4700.2	4423.4	5707.8	1390.8000000000002	6916.2	9710.3
Hspa12b	3553.4	2262	3588	3311.8	3424.2	3777.2
Klf8	3553.4	2262	3588	3311.8	3424.2	3777.2
Slc28a1	3553.4	2262	3588	3311.8	3424.2	3777.2
Acadvl	8927.3	7832	1425.5	3061.7	6648.7	6578.3
Rbms1	7581.6	163.8	2309.5	7336.8	7561	6550.7
Ubqln2	8451.1	8995.8	823.4	7323.2	2828.8	5646.9
Ubiad1	7140.3	5900.1	5305.4	3388.1000000000004	7146.7	3575.1
Armc7	3553.4	2262	3588	3311.8	3424.2	3777.2
Slfnl1	4785.5	3592.6	4817.1	1623.4	4709	4996.7
Nme6	8642	8453	3073	2096.1000000000004	7134	4823.8
Lypd4	3553.4	2262	3588	3311.8	3424.2	3777.2
Nt5c	3607.7	4530.8	3711.8	8516.900000000001	8256.1	3739.5
Dbr1	5448.7	7543.6	2082.5	8073.7	5214.1	4166.799999999999
Psmb4	5062.5	8335.7	4890.5	10307	3463	2546.2
Mus81	1473.3000000000002	3942.3999999999996	7287.1	4911.1	8816.3	8197.6
Flcn	8308.6	10731.6	4277.7	6108.7	654.3	4827.5
Glb1l3	3553.4	2262	3588	3311.8	3424.2	3777.2
Klk4	3553.4	2262	3588	3311.8	3424.2	3777.2
Grpr	3553.4	2262	3588	3311.8	3424.2	3777.2
Espn	3553.4	2262	3588	3311.8	3424.2	3777.2
Camp	3553.4	2262	3588	3311.8	3424.2	3777.2
A4gnt	3553.4	2262	3588	3311.8	3424.2	3777.2
Ctsz	7337	2379.2	6730.1	5519	1657.6	9023.8
Kcnq1	7108.700000000001	3097.7	905	7429	7807.1	6056.1
Nelfcd	7229.5	811.6	7084	4077.7	3901.1	8137.799999999999
Sepsecs	5056.9	5973.6	1694	7909.6	7198.2	6594.7
Aggf1	4104.6	7762.8	2749.5	7880.5	6289	5471.6
Tmem62	318.6	9179.1	5951.700000000001	8689.2	2875.3	7354.4
Rab25	3553.4	2262	3588	3311.8	3424.2	3777.2
Aatk	8528.2	7771.7	10159.8	6051.1	90.2	2521.7
Slc25a34	3553.4	2262	3588	3311.8	3424.2	3777.2
Cdc25a	4149.8	4761.299999999999	2216.8	5485.5	5802.6	6014.6
Dzip1l	5830.6	5951	7100.700000000001	382	7005.5	4746.200000000001
Ap1s2	3185.6	3336.8999999999996	4685.299999999999	4270.6	4460.299999999999	4745.1
Agmo	4531.4	3298.1	4597	4289.5	3348.8	4782
Nhlrc3	7848.6	7408.8	3741.1000000000004	3692.3999999999996	5427.6	4792.5
Prdm12	3553.4	2262	3588	3311.8	3424.2	3777.2
Cacna1f	3553.4	2262	3588	3311.8	3424.2	3777.2
Eef1a2	2422.2	2587.8999999999996	2728.3999999999996	8521.3	8846	7911.1
Afp	3553.4	2262	3588	3311.8	3424.2	3777.2
Tstd2	5515.1	7835.4	8890	6983.4	670	3343.8
Gabra3	3553.4	2262	3588	3311.8	3424.2	3777.2
Myo1g	3553.4	2262	3588	3311.8	3424.2	3777.2
Hn1	3553.4	2262	3588	3311.8	3424.2	3777.2
Adat1	7851.1	4587.4	2403.5	6598.6	3552.6000000000004	8457.099999999999
Ugt1a1	3553.4	2262	3588	3311.8	3424.2	3777.2
Tubb1	3553.4	2262	3588	3311.8	3424.2	3777.2
Selenbp1	4863.6	3696	4894	1204.3000000000002	4787.299999999999	5077
Rab15	253.6	4050.4	5187.2	4888.2	5003.4	5291.2
Zrsr2	8171.799999999999	7500.5	7023.6	3733.1000000000004	1643.1	5496.6
Axin2	6163.5	5052.1	6219.4	929.3	6202.5	3692.2
Acin1	5594.4	8982.7	6820.5	1147.6999999999998	6550.299999999999	5331.9
Cacnb1	6238.4	5165.299999999999	6299.1	291.2	6274.8	3997.7
Fam83e	3553.4	2262	3588	3311.8	3424.2	3777.2
Cldn18	3553.4	2262	3588	3311.8	3424.2	3777.2
Itm2a	3553.4	2262	3588	3311.8	3424.2	3777.2
Pum1	3184.2	9567.599999999999	7630.299999999999	7339	5031.7	2189.5
Ncbp1	6251.799999999999	9517.099999999999	5028	8271.400000000001	1650.2	3685.1
Fntb	1222.5	3775.7	5067	4654.1	4838.1	5122.8
Cntn5	3553.4	2262	3588	3311.8	3424.2	3777.2
Churc1	5645.2	4456	5714.5	4071.1	2564.1000000000004	5904.299999999999
Sox14	3553.4	2262	3588	3311.8	3424.2	3777.2
Tmod1	2495.8	7319.9	8183.7	7915.2	280	5210
Trpm2	6417.1	506.5	3087.5	6013.4	6234.8	6447
Gpx2	3553.4	2262	3588	3311.8	3424.2	3777.2
Cd3e	3553.4	2262	3588	3311.8	3424.2	3777.2
Prelid3b	8720.4	7762.9	3189.5	4178.200000000001	1632.8	7436.4
Tnc	5076.5	3982.4	5109.6	96.6	4986	5272
Cep131	3553.4	2262	3588	3311.8	3424.2	3777.2
Anapc4	5044.4	7805.1	4959.3	9438.1	2990.5	4834.1
Lin7a	83.9	5972.1	2451	6535.4	6660.6	6876.4
Lrwd1	3822.3	4264.5	7798.6	2978.6000000000004	6820.4	8027.700000000001
Il20rb	634.5999999999999	3940	5141.8	4798.9	4936.6	5226.1
Sumo2	3371.2	9285.1	6769.7	3040	8607.7	3247.2
Tnks1bp1	6356.299999999999	5259.1	3648.1	604.7	6202.8	6431.1
Dsn1	3553.4	2262	3588	3311.8	3424.2	3777.2
Hsf2bp	3553.4	2262	3588	3311.8	3424.2	3777.2
Car5b	3553.4	2262	3588	3311.8	3424.2	3777.2
Gon4l	5464.5	6766.4	4959.8	3616.5	7847.8	6401.5
Nck1	383.8	6286.3	3884.2	6575.6	9754.4	8113.4
Wdr25	3553.4	2262	3588	3311.8	3424.2	3777.2
Polr2j	3553.4	2262	3588	3311.8	3424.2	3777.2
Slc35g2	919.5	5176.700000000001	4110.4	5846.200000000001	6123.5	6344.1
Ptk6	3553.4	2262	3588	3311.8	3424.2	3777.2
Wars	5693.3	3108.6	3266.4	5275.1	5557.700000000001	5756.299999999999
Crhbp	3553.4	2262	3588	3311.8	3424.2	3777.2
Tnk2	4725.7	10144.8	5106.1	8324.2	4979.8	1214.1
Bap1	6494.2	7574.1	5955.700000000001	7940.3	5410.3	1324.1
Nkx3-1	3553.4	2262	3588	3311.8	3424.2	3777.2
Tepsin	4753.700000000001	3555.2	4789.7	1754.8	4687.5	4973.6
Fam150b	4720.2	3446.3	4779	4441.700000000001	4708.9	2459.7
Tbx22	3553.4	2262	3588	3311.8	3424.2	3777.2
Tmem27	3553.4	2262	3588	3311.8	3424.2	3777.2
Acp1	5272.2	7751.6	4624.2	3647.8	8344.3	3696.5
Msto1	6496.5	2364.7	4746.700000000001	7192.8	8399.5	4976
Nrip3	5494.1	2362.6000000000004	890.9	7357.6	7612.5	7754.4
Srms	3553.4	2262	3588	3311.8	3424.2	3777.2
E2f1	3553.4	2262	3588	3311.8	3424.2	3777.2
Impg2	3553.4	2262	3588	3311.8	3424.2	3777.2
Cfp	4205.200000000001	8300.4	4246.3	2548.3	8822.2	7522.4
Nup85	3313.1	8037.200000000001	3779.7	9434.599999999999	6724	2299
Bean1	4964.299999999999	150.2	5003.2	4760.6	4862.2	5132.299999999999
Ndufaf8	2786.5	4660.9	6000.6	5512.6	5840.7	3032.3999999999996
Stag1	926	9755.6	2904.7	8733.5	6507.1	5499.6
Mpzl3	2539.3999999999996	3462.5	4834.9	4385.7	4587.5	4877
Mpzl2	3553.4	2262	3588	3311.8	3424.2	3777.2
Rgs9	3553.4	2262	3588	3311.8	3424.2	3777.2
Proser1	4072.2	6930.299999999999	4382.9	3593.5	8095.7	7647.200000000001
Galnt7	525.9	8718.7	4427.5	7699.9	2593.1000000000004	9418.4
Prkcz	2467.3	4341.5	8808.7	10519.9	1164.9	7004.5
Fndc11	3553.4	2262	3588	3311.8	3424.2	3777.2
Pxmp4	4869.6	3704	4899.700000000001	1176.2	4791.700000000001	5084.299999999999
Slc25a37	7173.6	2488.8	5745.799999999999	6736.7	7144.299999999999	1945.3
Exosc2	3553.4	2262	3588	3311.8	3424.2	3777.2
Stoml3	3553.4	2262	3588	3311.8	3424.2	3777.2
Ace2	3553.4	2262	3588	3311.8	3424.2	3777.2
Crcp	5499.3	3263.4	5609	2896.6	5461.299999999999	5646.5
Parp11	7414.7	6328.1	3149.5	5520.6	7382.299999999999	1449.2
Cdc25b	5135.4	4013	696.4000000000001	4773.5	4952.1	5245.299999999999
Soga1	488.5	8749.2	9470.2	6914.7	5229.3	2417.7
Tuba8	6541.2	124	2883	6204.2	6379.8	6590.5
Tmem9	4633.3	4289.799999999999	5623.4	5179.299999999999	5480.1	2940.8999999999996
Nfasc	10599.400000000001	6392	8971.1	5042.700000000001	2597.2	692
Mknk2	4736.5	3469.2	2850.7	4341.8	4567.9	4851.5
Kars	4737.299999999999	3470.3999999999996	4803.6	4469.200000000001	4729.9	2343.7
Slc38a10	4687.3	3471.2	4719	2135.8999999999996	4617.4	4899.5
Tldc2	3553.4	2262	3588	3311.8	3424.2	3777.2
Abcd3	8760.8	2323.9	3396.1	6025.6	9946.3	4753.200000000001
Psme4	2652.3	7391.6	5238.9	8847.7	5245.3	4108.5
Spns3	3553.4	2262	3588	3311.8	3424.2	3777.2
Mfge8	5049.299999999999	3949.6	5082.6	227.8	4960.700000000001	5251.6
Spef1	2649.8	6077.6	3906.1	6616.3	7146.1	4598
Col2a1	4703	3486.6000000000004	4738.5	2044.2	4634.9	4914.2
Dhx30	5760.700000000001	8786.099999999999	4957.9	7432.4	6633.8	2192.3
Camk1g	5173	4099.1	386.29999999999995	4860.4	5005.2	5296.2
Scn2b	165.4	4533.9	2789.8	9217.9	9479.599999999999	7130.5
Gna13	5466.8	6042.5	7218.8	502.9	7126.1	4752.3
Pccb	6833	8849.7	3093.5	5362.299999999999	1861.5	8087.4
1700037H04Rik	5624.5	1407	4705	5215.8	5498.1	5689.2
Uxt	6307	7138.3	5166.3	2367.4	4742.200000000001	9190.2
Scube2	3553.4	2262	3588	3311.8	3424.2	3777.2
Mlf1	3553.4	2262	3588	3311.8	3424.2	3777.2
Gckr	4606.1	2015.7	4703.4	4305.2	4493.8	4757.2
Mief2	4585.299999999999	2105	4685.4	4289.2	4475.6	4742.2
Samhd1	5325.5	5390.3	6668.2	2390.2	6579.9	4726.6
Sat1	11249.4	2740.3	8648.2	679.7	4848.3	5161.3
Aplnr	3553.4	2262	3588	3311.8	3424.2	3777.2
Elk1	3432.6000000000004	8463	1535.1	8325.9	6833.1	5557
Gabrq	3553.4	2262	3588	3311.8	3424.2	3777.2
Gpr88	3553.4	2262	3588	3311.8	3424.2	3777.2
Cd274	3553.4	2262	3588	3311.8	3424.2	3777.2
Gga3	4324	8538.3	7693.1	2070.2	8019.5	5084.700000000001
Zscan20	3553.4	2262	3588	3311.8	3424.2	3777.2
Tarbp2	2569.8	6283.3	3127.1000000000004	4866.2	7243.6	7396.799999999999
Agap2	2025	7752.1	4577	8148.8	8282.2	634.6
Rrp1b	5624.1	3431.8	3168.7	5206.4	5490.700000000001	5688.2
Ppp2r3a	6612.9	10313.400000000001	8623.5	4617.2	593.9	3585.3
Acad8	10524.6	4485.700000000001	8656.1	413.5	6649.200000000001	3569.6
Stac2	5192.8	4140.6	196.3	4913.5	5039.9	5326.8
Itpr1	6290.2	4	4046.2	5916.6	6136.9	6335.5
Prr5l	6582.700000000001	5608.9	6638.9	6402.799999999999	30.6	3240.1000000000004
Chd4	6650.200000000001	8711.5	8570.4	1491.4	5107.1	3557.5
Cetn2	3494.2	3272.2	4610.2	4213.6	4398.8	4682
Mrps7	5115.1	7974	4784.700000000001	10399.2	3167.7	2627.7
Sh3bp5	1259.5	9958.3	6428.5	7455	4907.299999999999	5060.1
Mif4gd	7129.4	9983	4448.9	7211.9	3183.6000000000004	1321.8000000000002
Vangl2	7668.799999999999	6644.3	5113.2	2705.8	7624	1580.8
Slc22a18	3553.4	2262	3588	3311.8	3424.2	3777.2
Capn7	1410.3000000000002	9953.5	4920	7983.799999999999	6223.1	3978.8
Amz2	4451.8	3198.8	4515	4199	4419.2	3749.2
Bmx	3553.4	2262	3588	3311.8	3424.2	3777.2
Six1	3553.4	2262	3588	3311.8	3424.2	3777.2
Arsg	5114.299999999999	4028.4	5151.5	4931.2	257.6	5376
Nsdhl	7277.9	7178.3	8362	4506.799999999999	1782.2	4020.1000000000004
Smarcc1	9852	7855.8	6559	5120.9	4010.7	1050.6
Eef2k	860.2	6526.9	7594.4	3247.2	7539.6	5253.1
Brwd3	4018.5	6783.9	4290.799999999999	9410.7	6774.4	2244.3
Mybpc2	3553.4	2262	3588	3311.8	3424.2	3777.2
Atp2b1	2544.8	10577.6	392.1	6837.4	8397	5579.8
Ephb1	2467.3	7109.9	8057.6	7741.9	705.0999999999999	5298.5
Gmeb2	1292.1999999999998	7670	7127.4	9038.5	3676.1000000000004	5335.5
Slc7a3	7702.5	6903.8	74	6534.4	7697.5	2414.3
Gfm1	4962.1	5469.1	3457	3156.3	8480.9	9247.900000000001
Vps26b	4844.1	5009.9	7778	621.3	8296.400000000001	7365.1
Thyn1	3492.5	6356.3	8660.2	440.7	5146.299999999999	10109.5
Lxn	4840	4942.6	6098.6	369.3	5931.4	6156.8
Myf5	3553.4	2262	3588	3311.8	3424.2	3777.2
Tk2	7676.5	5228.8	6689.2	5350.4	4412.700000000001	2636.5
Prmt8	6638.6	70.8	2341.4	6414.2	6523	6723.6
Tln2	6629.4	4313.799999999999	4524.2	6181.8	6595.1	2979.1
Pir	3553.4	2262	3588	3311.8	3424.2	3777.2
Six4	4555.2	3322.6	3587.1	4213.8	4412.6	4695.4
Tfg	4874.1	553.2	2788.3	8502.5	9998.9	7594.7
Scn4b	4952.4	236	4992.1	4741	4844.6	5116.4
Plekhm2	9806.4	5168.3	4823.9	2026.1999999999998	6469.3	7143.7
Pde8a	6645.2	5713.2	6694.2	6487.4	82	2880
Ptrf	3553.4	2262	3588	3311.8	3424.2	3777.2
Ky	3553.4	2262	3588	3311.8	3424.2	3777.2
Vegfd	3553.4	2262	3588	3311.8	3424.2	3777.2
Acot9	5938.8	4777.8	5999.1	3535.1	2030.8	6217.6
Nhlh1	3553.4	2262	3588	3311.8	3424.2	3777.2
Snca	1465.9	6619.8	7779.4	7335.4	4556.2	3413.1
Stmn3	2991.1000000000004	3239.5	950.1	10605.9	9569.3	6978.5
Cnga4	3553.4	2262	3588	3311.8	3424.2	3777.2
Begain	3553.4	2262	3588	3311.8	3424.2	3777.2
Ccndbp1	611.4	7752.2	6957.7	10686.2	4969	3505
Rbl1	4452.6	3200	4516.1	4200.1	4420.299999999999	3746.9
Homer3	9029.3	43.8	2703.1000000000004	5367.4	7082.5	9152.400000000001
Depdc7	5081.9	3983.6	5120.8	4894.6	425	5352
Anapc13	3553.4	2262	3588	3311.8	3424.2	3777.2
Plxna2	3053.5	6607	5970.2	616	7474.5	7633.9
Tbx4	3553.4	2262	3588	3311.8	3424.2	3777.2
Piga	6382.299999999999	5333.299999999999	6442.5	6167.700000000001	283.70000000000005	3903.1
Cep63	7504.5	6437.6	2965.3	4601	3168.6000000000004	7649.2
Cspg5	6807.200000000001	10482.7	3048.6	4396.5	9494.6	47
Myf6	3553.4	2262	3588	3311.8	3424.2	3777.2
Frem2	4526.700000000001	3290.6	4568.1	2945.5	4460.6	4738.299999999999
Pfkfb2	7109.700000000001	7453	3264.6000000000004	1649.5	8334.400000000001	5781.9
Vav1	3553.4	2262	3588	3311.8	3424.2	3777.2
Mark2	2888.3999999999996	10629.5	8248.7	1437.1	6239.9	5000.5
Ddx49	10157.3	93.2	3494.8	8147	5146.2	7177.9
Ccdc124	3553.4	2262	3588	3311.8	3424.2	3777.2
Cckbr	3553.4	2262	3588	3311.8	3424.2	3777.2
Elp6	7406.5	8559.6	3772.6000000000004	7885.700000000001	5713.4	703.9
Pdcd1lg2	3553.4	2262	3588	3311.8	3424.2	3777.2
Mmab	4696.4	3429.6000000000004	4756.7	4426.6	4683.9	2573.7
Islr	3553.4	2262	3588	3311.8	3424.2	3777.2
Terf2ip	5704.6	9479.3	3416.8999999999996	7503.700000000001	4554.2	4920.200000000001
Slc25a19	4895.4	5351.9	8459.6	2238.5	5699.1	6934
Tmprss4	3553.4	2262	3588	3311.8	3424.2	3777.2
Coq5	3079.4	7712	3662	7655.4	6955.1	4595.1
Qser1	3569	7555.5	4899.9	5925.1	9652.7	2478.4
Amotl2	6856.1	5738.799999999999	6946	5719.9	1064.1	4643.7
Jrkl	9323	6147.7	4568.1	10234.5	795.5	3052.3
Scap	6826.799999999999	5695.8	6684.3	3899	2492.8	6103.5
Copa	4195	7316.8	3544.5	8061	8135.4	4606.1
C2cd2l	3237.6	4292.3	5515.1	6940.2	3946.3999999999996	8042
Actg1	8413.2	6209.9	8214.7	1085	6071.3	3167.3
Eif2b2	9280.599999999999	6216.1	7096.9	1150.5	3407.1	6020.799999999999
Cops3	6495.8	9382.7	5363.700000000001	3622.8	1539.5	7023.8
Wipi1	7509.2	6606.8	7570	2319.5	842.9	6405.8
Sh3bgrl	3553.4	2262	3588	3311.8	3424.2	3777.2
Ptpn23	8350	8076.4	3758.5	1924	5581.6	6376.3
Ptprq	3553.4	2262	3588	3311.8	3424.2	3777.2
Top3a	3553.4	2262	3588	3311.8	3424.2	3777.2
Ccdc82	1682.3	9706.7	3863.8999999999996	7785.6	7027.9	3449.3
Ncstn	7045.5	7545.200000000001	6784.5	981.9000000000001	8323.4	4699.6
C2cd4b	4945	3680.2	1937.5	4510.4	4744.1	5032.3
Cybb	3553.4	2262	3588	3311.8	3424.2	3777.2
Prdx4	5176.200000000001	6894.8	8167	4882.5	5160	3372
Nt5m	6930.200000000001	870.2	2674.3	6465.1	9995.6	8257.7
Tle3	4237	6802.7	8296.5	1302.8000000000002	5383.5	7233.4
Fscn2	3553.4	2262	3588	3311.8	3424.2	3777.2
Pax7	3553.4	2262	3588	3311.8	3424.2	3777.2
Os9	4477.6	10024	7758.2	7634.2	2834.2	1670.9
Mphosph8	2646.5	9348.4	1955.3000000000002	8687	6443.2	5210.5
Ryk	4198.7	9312.6	6767.299999999999	2140.8	8419.5	3447.8
Rpn2	6957.2	8672.8	5729.7	8018.9	1412	3834.6000000000004
Faap100	6182.2	646.4000000000001	6227.1	2987.6000000000004	6124.4	6332.700000000001
Itpka	4963.299999999999	173.3	5001	4756.5	4857.5	5128.2
Cdc14a	6075.6	4988.1	6139.700000000001	540.3	6107.9	4426.799999999999
Adgrg7	3553.4	2262	3588	3311.8	3424.2	3777.2
Smurf1	6912.1	8366.9	7026.6	3042.7	8316	1494.8000000000002
Rsrc2	8246.3	966.8	6772.9	9409.5	5040.3	3763.5
Gabrd	65.8	4095.4	5210.8	4937.4	5045.299999999999	5327.4
Ptchd1	175.2	3272.2	6445.5	6073.299999999999	6236.5	6441.4
Mmrn1	3553.4	2262	3588	3311.8	3424.2	3777.2
Has3	5412.4	5612.5	6888.2	1745	6804.4	4354.5
Kif9	3553.4	2262	3588	3311.8	3424.2	3777.2
Chtf8	3040.8999999999996	9530.7	4283.1	5841.799999999999	5130.8	6587.1
Raly	3436.2	9311	7190.5	6609	1584.8	5467.6
Nploc4	7602	3004.8	6380.9	5228.1	4147.1	7856.4
Prkar1a	7033.8	4474.700000000001	1562.6	9592.8	4606.8	7224.9
Prkcdbp	5982.1	4891.8	6044.299999999999	674.3	4521.7	6232
Mroh8	3553.4	2262	3588	3311.8	3424.2	3777.2
Slco2a1	3553.4	2262	3588	3311.8	3424.2	3777.2
Rps15a	1170.3	8552.7	3099.5	10108	5655.3	5503
Sdc3	6374.3	6836	7795.8	551.3	7662.6	2015.9
Rab6b	1044.5	10368.7	4310.299999999999	2532.3	7143.299999999999	8932.3
Rtca	4692.9	6074.9	3705.1000000000004	3054.5	10366	7105.5
Atp6v0a1	1553.1999999999998	6501.8	3114.7	4307.5	10123.9	8706.3
Ralgps2	5957	7792.1	3688.4	4993.1	9951.900000000001	1836.4
Fam20a	5088.1	3996.3	5121	40	4997.6	5280.8
Rspry1	6782.8	2896.3	8355.8	9769.7	5482.4	1057.4
Ncapd3	6481.9	1135.3	4838.7	6152.2	6779.200000000001	9616.9
Crmp1	4623.6	536.5	2520.2	7723.1	7902	8049.4
Eif2s2	3420.8	7870.2	531.5	10185.6	5649.7	6658.8
Mnat1	4640	7300.8	3632.3	10196.1	6075.7	2539.8999999999996
Mlh3	8594.7	5816.700000000001	4967.8	1901.9	3322.7	8680.6
Commd9	8555.3	8336.7	3139.3999999999996	6535.200000000001	5543.1	1813.1
Setd2	2214.6000000000004	9355.6	6479.5	7971.4	4738.5	3699.8999999999996
Vps13c	606.2	7908.5	3850.2	8336.599999999999	7030.9	5869.2
Phex	3553.4	2262	3588	3311.8	3424.2	3777.2
Nap1l4	6052.7	9420.7	5372.9	8230.1	1975.3000000000002	3678.8999999999996
Fam192a	5036.700000000001	1549.1999999999998	6953.8	7549.6	7078.5	6428.5
Kcnj13	4359.6	8640.4	2827.2	8855	1734.4	7850.8
Brip1	3553.4	2262	3588	3311.8	3424.2	3777.2
Tmem45a	3553.4	2262	3588	3311.8	3424.2	3777.2
Ldlrad3	4967	6296.9	8900.400000000001	8300.8	2994.3999999999996	1915.6
Dynlt3	5524.1	7961.7	857.1	9910.5	2851.1000000000004	7079.3
Gm20425	7954.1	8699	9451.6	2735.7	38.8	4379
Foxo4	5645.9	4474.2	5709.7	1859.9	4557.700000000001	5887.700000000001
Sms	1593.3000000000002	5741.9	5838.6	6433.700000000001	6838.3	4838.299999999999
Il2rg	3553.4	2262	3588	3311.8	3424.2	3777.2
Nbeal2	3553.4	2262	3588	3311.8	3424.2	3777.2
Tcp11l2	3956.1000000000004	7458.6	787.1	7962.799999999999	6927.700000000001	6308.299999999999
Barhl1	3553.4	2262	3588	3311.8	3424.2	3777.2
Fgf11	9677.8	449.4	3125.9	4480.9	9664.2	5843.2
Abl2	3940.3	7420.3	6835.7	1386.6999999999998	9658.3	5224.9
Dhrs7	6023.7	8200.4	8622.1	5059	3615.6	1536.6
Iqcb1	3558.7	7549	1254.8	10388	6515.7	5002.3
Hpgd	3553.4	2262	3588	3311.8	3424.2	3777.2
Pigk	4881.4	620.3	4938.5	4640	4767.8	5040.6
Irak2	6012.2	4933	6073.299999999999	402.2	6030.4	4819.200000000001
Trim33	4880.3	5748.3	3212.1000000000004	10574.7	6717	2997.5
Rem2	3553.4	2262	3588	3311.8	3424.2	3777.2
Ccdc60	3553.4	2262	3588	3311.8	3424.2	3777.2
Prss2	3553.4	2262	3588	3311.8	3424.2	3777.2
Helz	5895.5	7023.200000000001	1937	3244.7	10234.4	6640.5
Ccdc153	3553.4	2262	3588	3311.8	3424.2	3777.2
Hmcn1	3553.4	2262	3588	3311.8	3424.2	3777.2
AI837181	8987.5	4500.5	6808.1	8656.8	1944.9	2832
Efna2	3553.4	2262	3588	3311.8	3424.2	3777.2
Rnf168	5794.6	8400.400000000001	4685.299999999999	7842.799999999999	3384.1	3702.9
Rtn4ip1	4621.8	1936.5	4716.5	4322.6	4511	4776.5
Myo1b	4729.1	1408.8	4814.1	4444	4612.8	4883.4
Thsd7b	3553.4	2262	3588	3311.8	3424.2	3777.2
Syt14	5378.9	1730	1059.2	9145.6	9425.2	6637.7
Cdkn2aipnl	4581.5	4393.6	3029	5173.9	5445.6	5659.7
Gck	3553.4	2262	3588	3311.8	3424.2	3777.2
Tmem233	3553.4	2262	3588	3311.8	3424.2	3777.2
Cdk16	5484.5	363.4	3146.6000000000004	6801.6	6714	10990.400000000001
Fgfr2	8163.4	7429.5	8211.2	1939	567.7	4946.9
Snx30	2736.9	7584.6	8333.3	8131	599.4	4021.4
Tmem25	3037.3999999999996	3837.5	288.8	9047.1	7874.2	9336.8
Exd1	3553.4	2262	3588	3311.8	3424.2	3777.2
Hnrnpk	7825.799999999999	6290	4779.8	10475.8	1591.5	3411.8
Th	3553.4	2262	3588	3311.8	3424.2	3777.2
Metap2	4697.700000000001	5107.700000000001	1690.3000000000002	10518.6	8624.7	4633.2
Ttc36	3553.4	2262	3588	3311.8	3424.2	3777.2
Asb1	7744.299999999999	5512.9	7047.9	4978.6	3792.2	3882.1
