Gene	granule	basket	astrocyte	oligo	opc
Chsy1	9822.25	5367.5	1071.625	7984.625	4367.375
Trpc1	4039.375	5051.625	9171.375	780.5	9538.75
Ctdp1	8517	2649.5	4796.375	6718.625	6751.5
Hcn2	9855.25	5597.875	5811.375	204.75	7938.75
Nudt22	6526.875	2137.125	6834.625	3896.125	6233.125
Oat	3151.25	6420.25	4113.5	4355.625	9767.875
Zfp575	3624	3613.625	3913	3614	3540.5
Klhl41	3624	3613.625	3913	3614	3540.5
Ethe1	2839.125	5705.125	4667.75	7496.875	6082.125
Fam124b	3624	3613.625	3913	3614	3540.5
Prkacb	6326.25	6179.875	7949.5	875.375	7365.125
Stx16	9346.25	7193.875	2261.625	3807.5	5994.875
Acads	6850.375	6955.375	4089.375	860.125	6745
Tril	9138.5	9159.75	2216	6269.5	673.375
Mcur1	7525.875	8624.5	4064	4268.25	3628.625
Ctbp2	1545.125	5465.625	3168.75	10680	7847.875
Slc6a17	5817.625	546.375	3311.375	11172.125	7763.5
Sytl1	2916.375	4947.75	5126.625	4839.125	4706
Mapk8ip2	1028.875	2821.75	5531.125	11024.5	8247.5
Ptx3	3624	3613.625	3913	3614	3540.5
Glis3	3624	3613.625	3913	3614	3540.5
Tti2	5751.875	6073.25	5828.25	2167.875	8458.875
Veph1	3624	3613.625	3913	3614	3540.5
Actl7b	3624	3613.625	3913	3614	3540.5
Smtnl2	3624	3613.625	3913	3614	3540.5
Tspan32	9003.25	5757.125	375.625	8907	3494.5
Dab2ip	802.125	2967.375	5191.875	10795.5	8855.25
Dyrk4	3624	3613.625	3913	3614	3540.5
Pls1	5530.25	5533	5768.75	114.25	5472.25
Mak16	1391.375	6516.5	8284.25	7529.125	3485.375
1810041L15Rik	11055.125	8619.125	3631	5177.875	58.625
Farp1	3477.625	10868	2939.5	8711.5	2723
Dll3	4731	4723.5	4991.875	4717.5	3077
Itih4	3624	3613.625	3913	3614	3540.5
Tgfbr3	8612.5	5352.125	1592.625	10457.25	2585.375
Dtnb	5000.125	3888	7614.75	10120.75	1915.875
Amhr2	2721.625	4993	5181.875	4886.375	4748.625
Actl7a	484	5523.375	5726.375	5434.875	5356.375
Lsm11	7699.125	81.75	3568.875	10467.125	6629.75
Slc7a6os	1610	4979	8632.375	4005.875	9454.125
Acadl	8063.875	8185.875	2444.375	3867.375	4863.375
Rnf182	96.125	8722.625	4688.75	9685.5	5342
Polr3b	428.375	5232	7771	9793.25	5859.125
Tamm41	5988.625	6019.625	4892.875	5673.375	2930.125
Spice1	5811.375	1476.125	8297	7892.25	3727.75
Fgf10	3624	3613.625	3913	3614	3540.5
Cfap70	3624	3613.625	3913	3614	3540.5
Rasgrp4	4700.125	4693.25	4957.5	4684.625	3192.5
Ptprr	1141.25	5383.25	5592.125	5264.875	5152.75
Pstk	8150.125	672.75	3289.5	7815.5	9077.25
Pcyt1a	4047.25	3605.625	5091.625	7698.125	8995.75
Ccng1	6327.75	4138.875	6586	2446.375	6043.75
Gtf2h3	4727	7827.375	6276.25	8844.375	775.375
Cpvl	3624	3613.625	3913	3614	3540.5
Ikzf5	8765.25	4160.25	7688.875	3700.375	3937.375
Chp1	5241.375	2234.75	5346.125	7241.125	9269.5
Znrf1	9994.875	1949.75	5245.625	8120.75	3432.5
Slc25a41	3624	3613.625	3913	3614	3540.5
Zfp703	899.375	6447.375	6623.5	6324.125	4764.25
Chst15	596.75	7215.875	7403	7162	3093.75
Retsat	9413.375	8366.5	2149.125	4287.625	3713.75
Surf2	3624	3613.625	3913	3614	3540.5
Lrrk1	4715	4715.25	4949.375	3473	4561
Awat2	3624	3613.625	3913	3614	3540.5
Ifi30	4012.375	8351.25	2751.625	4555.125	7998.125
Lrrc4b	5579.125	10513.375	7633.5	1111.125	3639
Atr	5040.625	2525.75	5305.5	4931.625	4780.5
Smpd3	6369.5	4372.25	6616.25	6284.25	1586.625
Prpf3	5328	4232.875	7009	9406.5	2377.125
Prmt7	7396.75	3920.125	4304.5	8722	5237
Cntn2	590.75	8584.625	6192.125	2388.625	10947
Psmb3	3245.5	7715.875	5613.625	5377.625	7319.875
Guca2a	5801.375	5858.5	2950.375	4941.25	5574.375
Fastkd1	10222.25	4375.5	4765.625	3884.5	6488.75
Hmgcs2	4981.625	5061.125	2508.75	4957.25	4843.875
Cul3	8563.125	2488.875	8164.5	4131.625	5317
Cep126	1102.25	2897.875	7304.75	8242.375	8074.125
Heatr5a	7993	8082.375	6898.375	3082.625	1360.5
Prr5	7273.125	7274.125	75.5	7294.375	3413.25
Ccdc149	8114.5	1221	2962.625	9910.375	6410
Upk3bl	3624	3613.625	3913	3614	3540.5
Dgkd	318.75	9824.875	6599.375	3955.5	7769
Myl1	3624	3613.625	3913	3614	3540.5
Diexf	8964.5	1431.375	7930.5	5726.5	4734.625
2810403A07Rik	3902	5658.75	8053.5	8580.75	2372
Xrn1	4507	3801.25	7755.25	5360.25	8385.75
Smim12	3624	3613.625	3913	3614	3540.5
Cir1	3122	5498	8422.375	2054.125	9481.625
Slc17a6	3624	3613.625	3913	3614	3540.5
Rpp21	5311.375	4377.125	8087.75	1115.75	9857.75
Gja4	3624	3613.625	3913	3614	3540.5
Slc2a2	4940	4934.5	5217.875	4939.25	2192.625
Efemp2	5775.25	7317	1741.625	10907	2894.75
Clip2	8798.375	9942.625	4666.375	3066.625	2927
Ankrd35	1969	5184.875	5385.25	5063.875	4941.375
Prmt5	1053.5	4364	5690.125	9740.625	7848.625
Mettl1	4967	4966	5260	4968	2070.875
Igbp1	10526.375	5090.75	3696.75	5648.5	3393.375
Usp40	3624	3613.625	3913	3614	3540.5
Cd83	3624	3613.625	3913	3614	3540.5
Scrn3	7798.25	1212.5	4912	6347.25	7548.75
Mettl21b	3624	3613.625	3913	3614	3540.5
Fam175b	5812.875	3855.625	3893.75	6913.75	8828.25
Phldb3	3624	3613.625	3913	3614	3540.5
Pex10	1029	6722	8104.125	6894.5	5218.25
Fut10	3624	3613.625	3913	3614	3540.5
Hacd4	3624	3613.625	3913	3614	3540.5
S1pr1	9325.625	3608.5	9.75	5446.875	9224.25
Trbc2	3624	3613.625	3913	3614	3540.5
Qrich1	2271.125	3787.375	7404.5	7221.375	8816.75
Btbd16	3624	3613.625	3913	3614	3540.5
Dcn	3624	3613.625	3913	3614	3540.5
Pip4k2b	7412.625	4175.875	2834.625	7243.625	7041.25
Tpo	3624	3613.625	3913	3614	3540.5
Usp11	9959.25	5018.25	1253	8471.125	3789
Focad	9829.375	1344.125	6335.25	7908.375	3190
Kif1bp	1096.875	5287.625	7280	6978.875	8909.5
Lypd3	3624	3613.625	3913	3614	3540.5
Wdr73	3624	3613.625	3913	3614	3540.5
Mum1	9847.375	6044.125	5917.875	5748.875	1060.75
Thg1l	4929.5	2978.5	5168.75	4831.125	4680.5
Hmx3	3624	3613.625	3913	3614	3540.5
Dgat2l6	3624	3613.625	3913	3614	3540.5
Htra1	11113.625	7328.25	1022.375	3697.5	5454.75
Gjb4	3624	3613.625	3913	3614	3540.5
Syde1	6446.375	6481.875	4870	6165.375	1630.75
Slc51a	3624	3613.625	3913	3614	3540.5
Ppm1a	3543.125	6554.875	9497.375	5889.75	2259.375
Dlst	5871.5	1597.375	4694	7818.125	8642.5
Tmem130	412.875	3633.5	4838.875	11109.125	8561.625
Slc25a23	8826.375	553.25	4002.875	9751.75	5344.625
Mrpl1	3624	3613.625	3913	3614	3540.5
Magt1	7609.875	7730.625	2969.125	2492	6602.75
Ephb6	5031.125	2562.375	5294.25	4924	4773.75
Tor3a	7291.375	7366.75	4408.25	5987.125	2147.5
Awat1	3624	3613.625	3913	3614	3540.5
Impdh2	1900.5	5736.25	3871.25	10051.125	7021.5
Arap1	9285	9299	2898.5	4247.75	1718.375
Fam98c	4026.625	10103.375	5551.625	7095.875	1681.625
Gabarap	3159.5	9142.625	6257.5	2953.125	7434.875
Eepd1	5940.875	4213	4610.5	5823.625	5633.75
Tns1	6244.75	6327.5	1427.5	6219	4987.375
Pdzd3	538.625	9854.375	3755.125	5483.75	8469
Sall1	5518	5522	5758.125	155.875	5461.75
Mypn	3624	3613.625	3913	3614	3540.5
Ndufaf3	2598.125	7879.125	5910.125	1517.875	10504.75
Eif5a2	3624	3613.625	3913	3614	3540.5
Hdac4	9800.625	6229.25	1607.125	4070.125	6981.75
Usp32	2737.75	7398.125	8954.375	4477.75	4187.875
Cwc25	8860.125	7121.125	4054.125	6049.125	2457.375
Zdhhc19	3624	3613.625	3913	3614	3540.5
Ssrp1	1252.125	7912.25	7717.25	5822.375	5724.875
Cntf	8338.25	1185.5	4743.5	7597.125	5690.625
Copg1	3669.125	1922.875	5864.125	9849.875	7346.625
Fbxo8	3780.75	200.625	5765.25	10058.625	8839.5
Dhrs1	4331.25	6097.125	1313.625	9721.625	7195.125
Tnnt2	3624	3613.625	3913	3614	3540.5
Mrps18b	730.625	6062.375	4092.625	7024.125	10380.125
B230118H07Rik	7453.25	7560.5	3797.875	3496.375	5594.875
Wdr6	5443.75	3405.375	6218.75	6627.25	7009.75
Sema4a	8309.875	1464.75	4952.125	4660.5	10029
Kat2a	10271.625	8212.25	5194.25	3529.875	1149.625
Dalrd3	3628.125	5346.375	3450.625	7284.125	10236.5
Aen	3624	3613.625	3913	3614	3540.5
Hspb8	3624	3613.625	3913	3614	3540.5
Uqcrc2	8903	755.125	3635.375	6016.875	9182.125
Dbp	8880.375	3024.5	348.375	8786.625	6565.75
Tfdp2	3634.25	5235.75	7969.375	1352.75	10413.25
Ccdc180	3624	3613.625	3913	3614	3540.5
Ptprf	9109.25	9138	3051.25	1466.375	4734.125
Atat1	10895.375	7953.25	3522.5	5769.5	471.5
Fn1	4867.125	4861.375	5141.875	4860.375	2503.875
Cstf3	8523.625	5405.5	7747.25	5155.75	2429.75
Guca2b	3624	3613.625	3913	3614	3540.5
Traf3ip3	3624	3613.625	3913	3614	3540.5
Tnfrsf25	6056.375	6148.75	2771.75	4390.875	5852.25
Itln1	3624	3613.625	3913	3614	3540.5
Rag1	3624	3613.625	3913	3614	3540.5
P4htm	758.25	8043	8329.25	7111.875	3435.375
Srrm4	291.375	5523.625	3346.5	9252.25	9213.25
Rag2	3624	3613.625	3913	3614	3540.5
P2rx3	3624	3613.625	3913	3614	3540.5
Phgdh	8546.625	8587.625	1238.25	2376	6642.75
Tmem268	6002.125	8562.625	4445.625	244.25	9365
Pogz	6931	6303.875	5806	4158	5398.75
Syt6	3624	3613.625	3913	3614	3540.5
Rev3l	7304.125	2273.5	3985.25	10426.625	4681.25
Tox3	3624	3613.625	3913	3614	3540.5
Tcp11l1	3685.25	10674.875	8055.875	3173.625	2995.25
Dph5	4859.75	4851.75	5134.75	4853.25	2532
Atp7a	3624	3613.625	3913	3614	3540.5
Abhd15	5020.75	5104.875	2325.625	5000.375	4892.375
Arih2	4315.125	6847.875	7367.125	2390.125	8484.375
Adam33	3624	3613.625	3913	3614	3540.5
Atad2b	4382.625	5661.875	8815.5	2419.5	7314.125
Slco5a1	3624	3613.625	3913	3614	3540.5
Ndc1	6508.625	6524.5	6751.5	4804.5	765.5
Irf6	3624	3613.625	3913	3614	3540.5
Mlec	10244.75	6942.625	6433.5	1197.125	4043
Trp53i13	4118.5	6434.75	1277.875	5782.5	9763.125
Foxn4	3624	3613.625	3913	3614	3540.5
Nkx6-1	3624	3613.625	3913	3614	3540.5
Slc25a20	4303.25	5313.875	2030.125	7921.375	9268.75
Nop9	8107.875	8225.75	3731.75	3459.625	3927.75
Sostdc1	3624	3613.625	3913	3614	3540.5
Ppp1r3b	3624	3613.625	3913	3614	3540.5
Gabarapl1	8462.875	861.75	4501.125	5245.5	9523.125
Cemip	116.75	6922.625	7113.875	6882.125	4442.625
Son	7757.875	5355	5217.625	2011.25	8787
Aar2	3511.5	7773.375	3734	8783.875	5108.375
1700001P01Rik	2277	5108	5303.5	4989.125	4859.5
Gabrg2	5469.25	335.25	3517.375	9160.125	9123.375
Chka	10086.25	6981	2088.25	5580	3756
Prkar2a	1772.375	4154.875	5799	9679.25	7211.5
Rpl23	3539.125	7840.625	5186.5	7044.375	5132
Kdm3a	8694.375	8465.625	1176	5040	4322.875
Rnf44	9337.25	7837.5	3032.875	5367.75	3570
Tmem102	3624	3613.625	3913	3614	3540.5
Sult1c1	3624	3613.625	3913	3614	3540.5
Atp5l	2747.125	1173.625	5666.5	8947.25	10082
Mrps35	3932.875	1704	5684.625	9515.5	7723.25
Arr3	6286	2495.625	2691.375	9754.625	8063.875
Sec11a	9779.5	6100.75	4659.625	1937.375	5668.25
Sncg	3624	3613.625	3913	3614	3540.5
Rc3h2	9018.375	3437	7657.875	5443.375	3917.75
Lig4	3670.5	8093.75	1844.25	10110.625	4746.375
Glb1l	8653.25	5810.625	772.125	3885.25	8414.875
Ndufa10	4378.25	1807.375	5668.75	9469.5	7398.875
Abhd13	4170.375	2082.375	6721.625	7112.375	7637.125
Rad51ap1	2059.5	5808.625	4446.25	7784	7545
4933402P03Rik	3624	3613.625	3913	3614	3540.5
Nrp2	5138.375	5135.25	5431.75	5147	1381.125
Kmt5b	8573.875	7259.875	6275.75	1979.75	4276.75
Ip6k2	6298.375	6315.125	9802	3407	1459.125
Cldn17	3624	3613.625	3913	3614	3540.5
Hsd3b4	3624	3613.625	3913	3614	3540.5
Eif4e2	9778.375	5574.625	8053.5	2262.875	2990.375
Cldn8	3624	3613.625	3913	3614	3540.5
Man2b1	10089.375	3521	5283.5	2196.25	7665.375
Pgk1	6294.5	1754.875	5343.375	7155.375	6882.25
Ghrl	4826.625	1362.125	5375.5	7563.75	10957.25
Cacng1	3624	3613.625	3913	3614	3540.5
Alg14	4295.625	7805.5	7946.5	2636	4026.375
Dtd2	5755	5796.625	5077	5726.125	2760.25
Dock9	3110.125	10215	9044.75	841.125	5403.125
Mink1	7401.875	5043	5061.25	1292.25	10737.625
Nckipsd	9932.875	5672.625	2899.125	2895.5	7749.25
Trnau1ap	7641.875	1473	5632.75	8734.75	5371.625
Plpp6	8391.625	2161.75	5935.25	3437.125	8109.75
Kcnh4	4795.25	4786.75	5062.75	4785	2801.375
Tmem222	2305.125	4342	6321.375	9936.75	5191
Cd81	11194.875	8353.75	3041.625	1512	4541.75
Tfrc	6200.375	913.75	3855	9976.625	7744.125
Aak1	4171.75	1001.5	5571.375	10327.25	7551.625
Sdha	7815	1030.875	4217.125	7363	8868.125
Kdm5c	1951.125	7428.75	7377.375	7533.625	5291.25
Atg9a	5709.125	7408.5	2200.125	7171.875	6235.5
Cds1	4961.375	4986.375	5251.75	2374.875	4840
Spem1	1623	2857.5	5827.625	10527.75	7767
Celsr3	415.75	2809.625	5761.375	10917.25	8703.25
Itsn1	4986.75	3623.625	1430.125	10262.125	8309.125
Tmx1	5729.875	1634	4255.375	9517.25	7440.75
Snta1	10763.875	3040.5	502.375	5382.625	8926
Fbxo44	1739.25	3163.375	5379.875	8598.25	9898
Rfx4	7081.125	7101.25	452.75	7080.5	3600.125
Josd2	8711.375	10360.25	4813.375	149.5	4975.875
Slc1a1	3948.625	6398	7640.625	10301	275.875
Eri1	6056.75	7701.625	7826.25	1350.75	4372.125
Ccdc93	9616.5	5751.5	4724.25	1218.875	7285.375
Ddx21	2964.5	5695.75	8888.125	5895	4225
Usp54	6656.625	10849.625	7845.625	112.25	3139
Nlrx1	6054.375	6097.75	5934.375	4078.75	4021.625
Ankzf1	3914.625	9037.125	6369.5	7794.25	1463.125
Rer1	369	9819.375	7890.5	4518.5	5842.375
Glb1l2	5200.5	5276.625	1602.375	5179.25	5092.125
Slc26a6	4154.625	7919	911.375	8415.25	6437.875
Llgl1	8045.5	9410.25	4794.25	748.25	5514.375
Prdm14	3624	3613.625	3913	3614	3540.5
Smc6	3428.625	6010.75	10030.25	3950.5	5342.625
Trpc6	6866	886.125	7176.75	4081.5	6624.5
Lum	5038.625	5037.625	5336.625	5048	1773.125
Trmt10c	6867.625	6080	5397	6737.25	1389.375
Abcb6	9127	5361.125	6806.625	2919.375	5361.75
Strip1	4573.5	5984.25	1760.375	7436.25	9006.875
Flii	4362.75	7251.625	5686.75	1878.75	9256.875
Serinc2	5769.5	2912.25	2795.5	8564.875	8438
Kctd9	7789.125	1697.875	5930.25	4896.875	7425.625
Wfs1	3624	3613.625	3913	3614	3540.5
Erlin2	1661.375	5485	4123.5	9997.625	7362.25
Edn2	3624	3613.625	3913	3614	3540.5
Kif4	3624	3613.625	3913	3614	3540.5
Uqcrc1	2532.5	5939.375	3284	9451.5	7797.5
Ykt6	8867.625	4474.875	3556.5	3810.875	8094.375
Mfhas1	3262.5	1715.5	4990.875	10189.125	8518.125
Zbtb26	8485.75	2316.75	4830.25	6229.875	7461.25
CK137956	3624	3613.625	3913	3614	3540.5
Kera	3624	3613.625	3913	3614	3540.5
Zbtb6	7657	3950.5	7893.125	4922	1461.75
Foxo6	3624	3613.625	3913	3614	3540.5
Pdzd11	5803	4650.75	1126.875	7704	9404.625
Ggt6	3624	3613.625	3913	3614	3540.5
Spock2	762.625	3732	5105.625	11278.5	7744.25
Trpv6	5287.375	1492.125	5604.875	5169.625	5036.625
Cacng4	7452.5	7448.5	2918.75	7447.25	61.125
Ispd	4879.625	4894.625	5152.75	2745.25	4745.5
Otub1	7932.875	4128.625	2651.125	8363.5	4135.625
Rit1	6121	8098.125	3517.625	8375.125	1217.25
Phf23	2970.875	8179.875	3735.25	4175.75	7769.75
Tnfsf15	3624	3613.625	3913	3614	3540.5
Cnn3	7935.625	10291.125	2877.375	5689	1759.125
Tdrd7	6057	6091.75	6322.25	1807.5	4959
Lasp1	5121.75	10290.625	1323.25	8014.375	3814.875
Hcrt	3624	3613.625	3913	3614	3540.5
Arid3b	1068.5	9522	7443.125	4152.375	6356.5
H2afv	1312.125	10068.375	5781.125	3432	8078
Reep1	4587.375	1140.875	8254.5	7841.375	5787.875
1700125H20Rik	3624	3613.625	3913	3614	3540.5
Ghdc	3907.125	9804.625	5889.25	5944.875	1882.75
Dcaf17	7489.625	2031.75	6791	4130.125	7103.875
Lhfp	600.25	6156	3938.25	7599.125	10398.125
Col7a1	3624	3613.625	3913	3614	3540.5
Tnfsf8	3624	3613.625	3913	3614	3540.5
Cabp1	6092.25	78	2978.875	10442.875	9036.25
Ddx50	1581.375	4107.25	6637.375	7737.625	8598
Syn2	2608.625	911	5580	10792.25	8747.375
Fam20b	6169	3859.875	6401.75	6064.75	2832
Fras1	3624	3613.625	3913	3614	3540.5
Atp1b3	6497.5	3755.25	7807.875	913.5	9648.125
Six6	3624	3613.625	3913	3614	3540.5
4930447C04Rik	3624	3613.625	3913	3614	3540.5
St5	10399.125	1020	3682.125	8229.125	5286.875
Vdr	3624	3613.625	3913	3614	3540.5
Itih3	8493.875	3688.875	4.75	7193.75	8218.875
Klk7	3624	3613.625	3913	3614	3540.5
Nucb2	3769.25	7807.375	4695.375	7603.75	2847.75
Tubgcp3	5558.375	4386	7178.25	8721.875	2669.875
Cbfa2t2	2163.5	3518.25	6746.25	6878.375	9521.75
Pgr	3624	3613.625	3913	3614	3540.5
Myl9	4918.75	4991.375	2769.25	4895.625	4776.875
Timp4	5690.125	3275.5	94.75	10948.875	8617.25
Rnf7	7446.75	4723.75	6354.25	1490.625	7104.625
D6Wsu163e	5924.875	2003.375	5860.125	7163.125	8562.875
Appbp2	5365	9664.25	7986.125	1364.875	4170
Cryzl1	2701.875	3706.625	6156.25	9493.75	6615.5
Trpv5	3624	3613.625	3913	3614	3540.5
Lrrc49	4156.375	1901	5287.5	10222.75	7076.625
Cyp27b1	3624	3613.625	3913	3614	3540.5
Gas2	3624	3613.625	3913	3614	3540.5
Prkca	11153.25	7748	845.625	5340.375	3515.125
Gpr50	3624	3613.625	3913	3614	3540.5
Ube4a	5129.75	1666.875	7500	5290.25	9915.625
Lancl1	9281.125	2664.125	6551.875	7747.25	2520.25
Ccer1	3624	3613.625	3913	3614	3540.5
Myo16	8967.125	171.25	3200.5	8916.625	6301.375
Abhd17c	6228.5	1527.5	7760.375	7383.875	4578.375
Epyc	3624	3613.625	3913	3614	3540.5
Rasa2	6251.125	8165.75	4809	3559.625	4212.625
Golga3	7522.875	3727.125	4312.125	5582.5	8331.25
Apoh	3624	3613.625	3913	3614	3540.5
Sox30	3624	3613.625	3913	3614	3540.5
Rpl3	1945.75	6407.25	8503.5	4114.625	7283
Kctd10	5921.5	5980.625	4412.25	5894.75	2817.625
Pfkfb4	6008.875	6074	4177	5986.25	2699.375
Ppm1d	429.5	7562.875	10379.625	3992.75	6207.625
Syngr1	1270.875	3409.875	5262.875	10687.5	8010.125
Lrrc14b	6152.875	3802.25	6370.875	3255.5	5849.125
Yy1	9940	7499.75	5491.5	2201.125	3540.125
Svbp	6602.5	6661.875	1298.75	6586.5	4149.625
Mrpl35	1913.5	5279.625	7068.125	9448.625	6281.25
Zcchc8	3308	8270.5	5565.875	3839.25	7582.25
Slc6a19	3624	3613.625	3913	3614	3540.5
Senp7	8248.875	3449.75	6873	5441.875	5492.875
Ciart	8768.25	2960.5	965.375	6292	9520.375
Prrg3	3624	3613.625	3913	3614	3540.5
Fubp3	8688	4622.625	3294.375	5362.625	6651.125
Polrmt	6067.75	5973.625	3882.5	3927.5	8762.75
Ubl7	2428.625	6051.375	8181.125	3207	9479.125
Pxylp1	452.875	6536	6697.5	6433.25	5343.75
Stat5b	1035.625	6058.875	4746.75	9740.5	7075.625
Siglec1	3624	3613.625	3913	3614	3540.5
Slc30a7	4385.25	1926.75	9317.375	7585.375	5434.625
Sec13	7126	5117.125	5821.75	2050.625	7298.25
Immt	4490.75	2064	5380	7043.375	9861.125
Trpm5	3624	3613.625	3913	3614	3540.5
Kit	10566.75	82	2896.25	9006.125	6025
Ttll7	7152.75	3262.75	9817.625	323.5	8120.125
Tspyl2	1454.875	6629	6752.25	9412.125	3493.5
Morn1	4905.5	4978.625	2830.375	4881.5	4763.625
Rcor2	3624	3613.625	3913	3614	3540.5
Rfc2	4417.75	7684	4583.75	7098.75	2790.125
Syap1	5833	8381.375	5457.625	5517.375	3963.25
Casp14	5126.25	5125.875	5424.125	5141.125	1410.25
Col5a2	3624	3613.625	3913	3614	3540.5
Pop5	2890.5	4953	5132.875	4841.75	4710.75
Spsb4	3624	3613.625	3913	3614	3540.5
Cdr2l	5724.375	7062.25	9008.875	4186.5	2459.125
Zcchc17	5074.375	5124	2839.875	7990.25	8568.5
Rnf10	2111.875	9246.375	5795.375	4507.25	7017
Fabp3	6639.625	450.375	3034.375	10317.625	8145.5
Nefl	5067.375	156.125	3743.375	10549.5	9064.75
Nefm	3263.25	396.875	5802.125	11221.5	7968.375
Slc25a36	9568.875	1595.375	4484.375	5711.875	7368.5
Tgif2	3624	3613.625	3913	3614	3540.5
Sema7a	800	7980.75	9780.875	3285.25	6727.375
Cers6	1495.75	5917.375	7711	7392	4912.25
Cdh3	3624	3613.625	3913	3614	3540.5
Shroom2	6143.125	6179.5	6417	1814.75	4816
Larp6	8384	3758.5	9906	225.25	6334.5
Scmh1	10213.875	3755.5	7231.25	1855.25	5605.125
Trim42	3624	3613.625	3913	3614	3540.5
Csmd2	10838.125	7624.25	4008.75	5384.625	739.125
Atp5h	3817.625	2527.875	5482.375	7352.25	10273.375
Rps6kl1	881.875	5633.375	8191.75	11139.375	2779.75
Phf3	9074.25	5667.375	7482.625	1587	5676.75
Lmna	5906.125	9631.5	6260.125	867.875	5944.125
Gm5901	10091.625	3604.125	1500.5	5774	7753.375
Trim39	4984.75	3528.125	3001.625	7232.5	10613.5
Fgf6	3624	3613.625	3913	3614	3540.5
Fzr1	2266.125	9333.375	4110.625	7158.625	6016.875
Pias3	5462.875	10165.25	3518.875	5460.25	5258.5
Gpr143	3624	3613.625	3913	3614	3540.5
Rilp	2926.75	5754.75	2652.875	8085.375	8591.75
Slc44a3	3624	3613.625	3913	3614	3540.5
Rab7	9251.625	4233.25	6076.75	2331.5	6558
Hyi	7321.5	8050.625	5685.5	3269.5	5386.375
Btnl9	3624	3613.625	3913	3614	3540.5
Lamb3	3624	3613.625	3913	3614	3540.5
Mybbp1a	5694.375	9679.625	5832	4690.75	1097.625
Stox1	3624	3613.625	3913	3614	3540.5
Szt2	5333.125	8538.875	3675.125	2397.625	8915.875
Usp51	4688.625	4683.375	4948.125	4674.75	3243.625
Araf	10524.625	1598.75	6185.75	5457.875	4549.375
Sirt6	8679.375	5182.75	2115.375	8570.25	2996.375
Nmnat3	3624	3613.625	3913	3614	3540.5
Sapcd1	4240.75	8569.625	5740.75	8361.75	324.25
Atrip	10158.375	2012.375	3998.5	7484	4955.625
Cpsf3	7741.25	1958.875	4419.5	5953.875	8831.75
Vwa7	182.75	8667.375	6331	9724.75	3584
Cldn23	3624	3613.625	3913	3614	3540.5
Rbp1	3624	3613.625	3913	3614	3540.5
S100g	3238.625	6244.75	6407	6134.625	3444.25
Acan	4813.5	4813.25	5089.625	4813.625	2706.75
Fgf23	3624	3613.625	3913	3614	3540.5
Ctps2	5859.375	5864.5	6080.5	4573	2832.875
Rufy4	3624	3613.625	3913	3614	3540.5
Rbp2	3624	3613.625	3913	3614	3540.5
Cep112	3624	3613.625	3913	3614	3540.5
Lancl3	3624	3613.625	3913	3614	3540.5
Trex1	6219.375	6310.125	1080.375	5113.875	6026.25
Zfp592	5844	4707.875	4393.875	5435	8562.25
Plch1	6767	54.75	6980.875	6716.25	5000.375
Zcchc5	3624	3613.625	3913	3614	3540.5
Klhl29	5071	8015.375	371.25	7859.375	6256.875
Itgb1bp1	5843.5	4589.125	2123.25	5800.625	9241.25
Tma7	3624	3613.625	3913	3614	3540.5
Ankle2	4612.5	7777.875	7122	6024.375	1753.5
Syn1	3266	1803.625	8113.875	9790.375	5604.375
Cdh11	7609.75	3681.25	6330	7493.875	2196.375
Nudt17	3624	3613.625	3913	3614	3540.5
Fbxo47	3624	3613.625	3913	3614	3540.5
Asap2	3034.875	10468.75	1996.75	5605.875	7523.75
Rcc1	3624	3613.625	3913	3614	3540.5
Gabra1	5410.5	121.25	3582.5	10587.875	9023.125
Kiss1r	3624	3613.625	3913	3614	3540.5
Fbxo2	4709.625	4702.875	4967	4695.625	3152.25
Armc6	6230.25	8003.125	4419	6887.375	960.75
Cdh1	3624	3613.625	3913	3614	3540.5
Plxnb1	9067.5	10590.75	608.625	4880.875	3399
Sap30	8197.125	512	6522.375	7726.5	4660.875
Enoph1	9887.875	7999.25	6699.875	359	3730.5
Gdpd2	7329.25	7325.625	189.375	7345.75	3137
Bcar1	3997	10422.875	7827.875	1534.25	4551
Rabgap1	7288.625	2949.125	8732.75	5425.75	4928.625
Sugp2	1779.375	4176.125	6204.75	10030.125	6480
Klk6	7279.375	7344.25	3604.125	31.25	7212.75
Pkp1	3624	3613.625	3913	3614	3540.5
Pgf	3624	3613.625	3913	3614	3540.5
Traf6	4878.75	4893.75	5160.125	2742	4749.875
Prag1	2593.5	10064.875	8613.125	4861.25	3124.625
Nufip2	3593.5	7424.375	8020.75	2385.25	6277.875
Stat5a	2750.875	4991.625	5178	4879.25	4743.625
Sumf1	2622.125	6088.25	7726.875	3952.5	7154.75
Xk	3624	3613.625	3913	3614	3540.5
Ppig	1757.75	3566.125	8186.5	7734.25	7206.25
Cryba1	6379	3482.75	6643.5	2728.75	6081.125
Cwh43	3624	3613.625	3913	3614	3540.5
Extl2	5873.25	197.75	5033	10175.625	7676.75
Plxdc1	3624	3613.625	3913	3614	3540.5
Ccnd2	5395.5	5385.375	5651	5403.125	398.25
Oca2	3624	3613.625	3913	3614	3540.5
Akip1	5750.75	5757.5	5955.875	4753	2981.25
St6galnac3	6982.5	6993.5	7222.5	96	4073.5
4930505A04Rik	3624	3613.625	3913	3614	3540.5
Nostrin	3624	3613.625	3913	3614	3540.5
